club,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Sudtirol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16258.93,35013.58,34681.97,7092.68
Sunderland,20489.98,41502.84,39480.95,36521.770000000004,36566.69,38385.55,36558.05,38782.270000000004,39880.99,39307.64,39462.71,40021.99,40120.22,39246.48,39337.23,38312.82,38975.7,37200.85,18554.27,0.0,0.0,0.0,17359.83,36637.67,35577.44,7725.6900000000005
Sundsvall,16262.47,32532.73,32896.88,32246.12,31756.550000000003,31709.99,1308.25,0.0,30393.82,1222.49,0.0,0.0,29485.31,1254.07,0.0,30027.06,30560.68,29899.03,31557.33,31623.56,1266.13,0.0,28831.45,1157.49,0.0,0.0
Sverdlovsk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17405.44,35029.7,36156.06,36922.58,36221.18,36413.47,35739.04,34667.78,33825.52,33748.57,33986.17,18102.3,0.0
Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17488.11,36339.38,36459.46,37840.06,39549.31,40275.6,40199.22,40074.8,39917.02,39225.75,38795.61,37104.13,36750.15,37534.11,36157.13,36595.5,35679.29,7329.59
Swindon,1368.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Syrianska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29138.38,29362.54,29588.91,1187.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPS Turku,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28543.18,28708.53,1198.6,28406.75,1141.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tambov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16915.15,33833.79,17007.55,0.0,0.0,0.0,0.0
Tampere,0.0,0.0,29348.76,1154.8,0.0,0.0,0.0,14664.5,29961.719999999998,1264.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Targu Mures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15363.85,31764.28,17201.65,0.0,16305.45,34641.42,33013.38,17077.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tarragona,0.0,18526.93,20006.56,0.0,16804.86,37264.58,39051.69,39296.02,38160.35,37843.17,36173.37,35756.48,19171.41,0.0,0.0,18509.56,38073.52,36981.35,35920.01,18520.73,0.0,0.0,0.0,0.0,0.0,0.0
TeBe,1447.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tenerife,19307.54,39666.74,39649.16,39157.46,38657.6,37799.03,37157.24,37971.33,37840.65,39214.12,38346.16,19555.88,0.0,17643.51,36548.73,36629.09,37222.0,38022.83,37129.92,35929.17,36424.3,36586.49,37119.47,36677.19,35645.619999999995,7079.97
Terek Grozny,0.0,0.0,0.0,0.0,14828.7,33363.82,1367.59,0.0,34252.18,35450.49,35830.45,35926.47,36001.54,37024.2,37337.52,37794.75,38443.5,38280.46,37770.92,36661.49,35049.12,34605.15,34866.85,35354.74,34090.46,6867.5
Ternana,18465.67,37399.61,36681.28,37095.1,36147.02,35662.06,18804.4,0.0,0.0,0.0,0.0,0.0,16145.52,33120.7,33601.44,33310.7,33258.340000000004,33035.2,17770.18,0.0,0.0,16389.09,33492.770000000004,33348.24,18240.21,0.0
Terrassa,0.0,0.0,18202.39,36636.08,37582.93,19557.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thrasyvoulos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15532.67,16306.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timisoara,0.0,0.0,14283.05,29015.31,30511.17,32453.87,35491.1,35346.84,35190.92,35936.08,36262.69,19873.81,0.0,15936.95,17272.14,15720.76,30513.61,31747.35,16914.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toledo,1518.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tomsk,0.0,0.0,0.0,0.0,0.0,33478.25,35554.58,35878.0,36008.06,35708.71,36865.44,35951.39,18559.62,17424.59,19118.36,0.0,17428.49,18106.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tondela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16629.85,32930.12,33138.24,33571.26,33883.409999999996,33447.06,33776.43,17999.600000000002,0.0,0.0,0.0
Torino,19373.85,38987.85,39606.4,37970.05,36111.4,37329.53,38257.72,38345.69,38687.73,37692.4,36818.52,35481.76,36582.28,37372.65,38995.96,40155.13,39237.21,39499.0,40213.33,40463.82,38398.15,38120.56,38877.21,40190.58,41454.9,8561.11
Torpedo Metallurg ZIL,0.0,0.0,0.0,30856.18,1339.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Torpedo Moskva,17934.81,35904.24,35512.92,35325.01,36569.92,37872.39,36985.31,1466.91,0.0,0.0,0.0,0.0,0.0,0.0,17061.54,18933.09,0.0,0.0,0.0,0.0,0.0,0.0,15423.289999999999,16412.579999999998,0.0,0.0
Tosno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17989.53,19175.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tottenham,20082.31,40285.43,40257.61,39509.79,39530.96,41143.89,42196.49,42754.99,42389.9,41742.12,42815.1,43465.88,43039.61,43725.67,43141.51,41954.61,43524.15,45062.95,46001.77,45319.95,43671.43,43763.14,44395.44,44144.55,43561.88,8942.41
Toulouse,18578.04,20485.04,17685.41,36637.94,38402.26,39362.9,39148.91,39321.659999999996,38648.49,40739.52,40005.86,39463.67,39445.84,38635.03,37959.01,36896.82,37425.88,37841.65,36737.07,36030.659999999996,33916.77,35833.14,37408.76,37837.81,39235.88,8278.119999999999
Tours,0.0,0.0,0.0,0.0,0.0,0.0,15538.71,17848.760000000002,16813.81,35631.94,35787.24,34623.96,34650.95,34837.98,34451.13,34283.14,33566.52,33098.06,16862.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trabzonspor,18030.73,35963.27,34472.63,35626.22,38426.42,39111.57,37213.35,36855.36,37242.83,37937.24,38024.04,39386.19,38296.05,37299.18,38269.43,37435.020000000004,34572.02,35603.03,36557.21,36721.49,36993.22,36724.8,37936.47,36954.659999999996,36074.32,7325.65
Tranmere,17331.81,18108.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trapani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16449.28,33852.71,33704.54,35024.22,18292.989999999998,0.0,16178.9,24562.71,0.0,0.0,0.0,0.0,0.0
Trelleborg,16916.61,33115.48,1294.22,0.0,31031.36,1223.64,0.0,29371.05,30863.9,32303.28,31923.95,31167.489999999998,1223.2,0.0,0.0,0.0,0.0,0.0,29433.34,1176.45,0.0,0.0,0.0,0.0,0.0,0.0
Treviso,18420.88,19260.6,0.0,17601.87,34563.81,35865.36,35664.89,35395.659999999996,34830.89,18358.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Triestina,0.0,0.0,17200.53,35969.69,35727.659999999996,34968.53,35041.24,34891.76,35107.65,35395.49,34308.15,17672.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trikala,1227.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trofense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17213.95,18701.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tromso,17824.56,34266.86,1351.94,31237.19,33178.81,33791.479999999996,34398.71,33828.520000000004,34965.14,34853.49,34492.71,33665.03,34194.29,33397.35,30586.859999999997,29946.72,30478.95,30033.370000000003,31163.5,30473.39,1263.24,30624.13,32186.07,33467.81,33972.62,6876.179999999999
Troyes,19253.14,39603.89,39478.3,37232.31,36659.74,37937.11,38292.36,38048.52,36305.25,18945.010000000002,17389.79,34286.01,35252.79,36295.93,35598.37,36973.52,34668.31,35705.47,35032.97,35718.98,35839.86,36219.39,36941.409999999996,35156.9,33926.23,7059.08
Tubize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15395.15,16519.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16915.239999999998,18593.3,17462.82,35172.58,36613.67,36666.58,35306.63,32895.26,17584.33,0.0,0.0,0.0
Turnu Severin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15892.17,17461.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Twente,18810.47,35863.97,36527.43,36363.86,36324.99,37317.83,37522.479999999996,38417.32,38193.27,39495.83,40338.67,41230.28,40167.159999999996,38196.47,37974.56,35623.19,34602.05,34086.38,17252.28,16314.449999999999,32659.21,34045.7,37856.57,39026.99,38991.28,8124.5
U.Las Palmas,16023.029999999999,19079.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UCAM Murcia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17929.489999999998,19301.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UM Timisoara,0.0,13606.76,14616.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTA Arad,0.0,0.0,13959.49,15405.94,0.0,0.0,15186.54,32713.45,16990.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14817.810000000001,30129.89,29959.12,29440.920000000002,30780.78,6530.22
Udinese,21248.98,39832.34,39216.53,40714.98,40378.22,41445.51,39908.4,39386.09,40127.53,40683.44,39879.06,40622.04,40288.56,40087.7,38817.75,38223.39,37379.31,37760.57,37791.2,37162.42,37770.27,38359.22,39139.43,39666.82,39848.12,8335.76
Ufa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17346.9,35371.14,35679.4,36758.68,37275.6,35648.53,34846.33,33443.08,18083.38,0.0,0.0,0.0
Ulm,18388.25,19291.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15243.69,6838.91
Umraniyespor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15901.33,17542.79,0.0,0.0
Uniao Madeira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16756.06,17952.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Union Berlin,0.0,17888.32,36790.6,35583.37,18503.83,0.0,0.0,0.0,0.0,17213.21,34773.71,35371.26,35694.77,36370.42,35500.8,35223.97,36093.97,36770.26,35594.97,37012.46,38614.09,40448.55,41321.03,41577.75,39625.2,7996.12
Unirea Alba Iulia,0.0,0.0,0.0,14317.23,29932.649999999998,16108.95,0.0,0.0,0.0,15640.91,16559.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unirea Slobozia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13124.58,6024.85
Universitatea Cluj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16179.41,16993.52,0.0,15515.07,32383.89,33141.37,32665.88,32915.68,17564.71,0.0,0.0,0.0,0.0,0.0,0.0,14458.82,29773.16,31434.56,6883.29
Unterhaching,19368.12,38414.04,19893.54,16908.89,33797.97,33852.29,33991.13,18125.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uralan Elista,15738.19,1266.12,31310.82,30867.280000000002,1318.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Urziceni,0.0,0.0,0.0,0.0,0.0,0.0,14955.29,34021.91,35322.87,36686.97,36842.69,17944.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrecht,17573.14,36599.59,37726.92,37017.32,36664.96,36101.38,36642.38,36562.55,35616.659999999996,35454.48,36680.549999999996,37036.76,36403.77,36484.03,34492.05,34158.08,35053.92,36215.81,35497.97,36189.22,36395.86,36881.97,37100.89,36594.19,36696.07,7863.15
VVV Venlo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15481.34,17104.31,16089.19,32607.56,31813.19,32266.48,17219.19,0.0,0.0,0.0,15601.42,31507.73,32500.85,32390.559999999998,17233.86,0.0,0.0,0.0,0.0
Vaasa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27814.15,27975.61,1158.83,29061.36,1217.98,0.0,0.0,0.0,0.0,0.0,29024.84,5945.15
Vaesteras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28048.92,6095.83
Vaestra,15940.98,1299.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valence,1417.62,0.0,17303.29,34518.12,18848.489999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valencia,22919.52,45684.04,45584.21,44904.93,46224.25,43680.97,44655.14,44644.65,42524.93,42592.69,43309.71,43657.979999999996,43617.04,43311.66,43216.11,44766.26,42024.58,41345.43,42928.39,43318.52,42290.21,40918.409999999996,40769.62,39888.08,39961.79,8126.99
Valenciennes,0.0,0.0,0.0,0.0,0.0,16293.77,37884.07,38622.3,38288.92,39020.48,39801.4,39325.46,38558.39,37715.83,35628.34,33900.53,33585.36,33811.14,32692.57,32637.27,33633.19,32779.49,33007.37,32415.99,17076.41,0.0
Valerenga,16593.49,1367.94,32346.36,33017.02,34498.39,36259.23,35849.590000000004,35182.36,34538.12,33388.76,33975.22,34112.06,33464.99,32463.98,31795.89,32004.79,32079.61,31975.629999999997,32008.63,32095.1,31819.739999999998,33888.03,34025.66,32664.48,1344.95,0.0
Valladolid,21164.23,42113.12,41574.14,41618.04,41367.25,39018.8,38081.58,40852.450000000004,41435.7,40525.91,39193.54,38301.78,40667.35,40340.01,40082.81,39366.83,37778.78,37421.82,38357.17,39105.0,39524.25,38681.54,39010.51,38473.57,37911.63,7729.66
Vallecano,20838.05,41604.82,41660.48,40254.04,20624.46,0.0,0.0,0.0,18617.66,38170.97,37490.18,38944.02,39894.63,40137.340000000004,40262.19,40472.57,40107.69,37930.75,38487.0,38140.86,37755.99,38317.98,39060.63,39377.33,38920.83,8257.7
Vannes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16827.17,34265.76,34246.17,18141.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vanspor,1238.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Varbergs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29495.99,31001.38,31204.33,29555.989999999998,1153.59,0.0
Varese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17101.39,34979.72,35607.09,34697.35,33341.21,17604.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Varnamo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30188.25,30971.05,31492.05,6676.7
Varzim,0.0,16355.18,32984.14,18466.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vaslui,0.0,0.0,0.0,0.0,0.0,13854.24,32548.27,34490.5,34240.3,34490.79,35399.07,36297.97,36778.86,36704.55,19523.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vecindario,0.0,0.0,0.0,0.0,0.0,0.0,16634.95,19155.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vejle,1370.55,15897.54,17117.05,0.0,0.0,0.0,13501.61,16341.23,15830.39,17365.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15599.98,16564.18,9173.75,31407.22,16908.4,15954.68,32670.11,6524.76
Vendsyssel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15530.54,16613.02,0.0,0.0,0.0,0.0,0.0,0.0
Venezia,19292.760000000002,38338.7,36973.34,35764.51,34045.56,17968.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16663.57,34601.38,33121.03,33455.79,35408.76,35059.2,35368.92,37164.05,7806.79
Veria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15336.32,16959.7,0.0,0.0,0.0,16435.46,32721.44,32603.510000000002,32286.07,31622.15,16264.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Verona,20191.89,39114.28,38762.92,37064.92,35145.14,36396.2,35624.42,18790.02,0.0,0.0,0.0,14891.77,35152.92,36906.31,38138.79,38207.31,36956.56,36270.01,35383.66,34601.26,37266.44,38323.520000000004,38687.35,38316.16,38901.77,8063.360000000001
Vestsjaelland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15675.8,31932.61,16731.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Viborg,17590.46,34829.05,34273.86,33773.19,33587.79,33436.97,33682.41,32212.15,16658.84,0.0,0.0,0.0,0.0,15814.94,17127.52,15528.58,31862.97,17403.15,0.0,0.0,0.0,15752.13,33454.35,35233.83,34783.9,7114.85
Vicenza,19586.14,38715.44,36897.64,36971.83,35528.04,34799.4,34509.34,35296.79,35006.770000000004,35139.04,34780.38,33356.65,32814.7,17405.18,15956.71,34511.7,33135.7,17706.52,0.0,0.0,8316.71,33315.53,17360.67,0.0,0.0,0.0
Viitorul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16315.22,32728.12,32919.72,33272.77,33869.3,35332.59,34947.87,34499.28,34008.98,32002.48,32115.129999999997,33318.82,32231.86,6656.21
Viking,18128.06,36505.72,36464.28,36223.06,35402.15,35359.19,34909.74,34345.9,35005.3,34221.17,33535.4,32271.07,32375.87,33660.84,32524.37,32193.79,32853.36,30825.36,1248.73,31237.19,32651.69,33562.9,34767.99,33570.92,34628.26,7392.820000000001
Villarreal,19931.47,42338.26,41408.23,41593.58,42855.78,44045.43,43968.96,44172.57,45221.39,43237.64,41756.12,42357.64,40832.86,40599.13,42544.19,43038.12,43441.37,42664.31,41919.409999999996,41482.17,42208.35,43253.479999999996,43714.33,41979.08,41585.85,8744.83
Villarreal B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18163.64,36947.66,35943.93,19605.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17401.45,34733.67,18520.4,0.0
Virtus Entella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15926.77,32737.94,34278.47,33939.66,17920.16,16494.09,33341.71,17206.7,0.0,0.0,0.0,0.0
Virtus Lanciano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15978.31,33147.26,33862.81,33856.28,17902.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vitesse,19533.11,38270.57,38915.18,36670.6,35465.47,36783.89,36027.38,35524.65,34294.47,34584.57,33619.39,34421.92,36333.58,37124.29,36107.11,36575.67,35859.63,35427.75,35348.9,36291.83,36218.37,36728.06,36658.99,35469.11,17781.23,0.0
Vizela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16459.41,33633.26,34419.54,17897.65,0.0
Vladivostok,0.0,0.0,0.0,0.0,0.0,0.0,34431.67,35070.01,34860.17,1430.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vointa Sibiu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14139.57,16576.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Volendam,0.0,0.0,0.0,16547.2,17484.71,0.0,0.0,0.0,15762.75,17310.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16302.26,32915.83,16940.4,0.0
Volga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35562.3,34484.93,35123.3,18534.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Volou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15602.57,22508.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Voluntari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15478.03,31556.39,32544.21,30895.56,30289.76,30623.16,30144.16,30778.87,30675.26,16178.86,0.0
Waalwijk,17124.12,35963.22,37218.93,36785.57,36015.81,36588.35,35269.41,18307.64,0.0,15644.36,16554.88,14957.45,34345.08,33558.55,17921.73,0.0,0.0,0.0,0.0,15707.3,30872.69,31864.24,34226.94,34390.17,32859.79,6841.870000000001
Wacker Innsbruck,19260.66,39334.69,21152.28,0.0,15601.539999999999,34846.62,34353.54,32102.93,16942.45,0.0,16735.7,33267.0,33026.01,32152.45,17490.24,0.0,0.0,0.0,16558.19,17851.56,0.0,0.0,0.0,0.0,0.0,0.0
Walsall,1408.81,16706.03,33631.82,33929.11,18147.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Waregem,0.0,0.0,0.0,0.0,0.0,14834.12,33428.52,33582.78,33388.29,35008.57,35785.270000000004,34520.87,34880.41,37030.53,35727.07,33960.31,34742.0,35976.4,35119.52,35068.06,34332.45,33795.39,32286.29,17524.28,0.0,0.0
Warta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9810.35,30673.96,31734.49,32934.18,17519.87,0.0
Wasquehal,17478.39,35179.82,34777.78,18262.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Watford,18472.07,35939.93,35394.27,34106.54,34324.28,34927.81,37573.83,38431.7,37089.07,35706.44,35116.79,35344.45,35541.41,37124.95,36338.85,37781.86,39281.97,39081.43,39311.74,40167.72,40004.63,39857.32,38378.95,36659.65,35687.36,7413.48
Wattens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16232.86,32106.99,33949.84,34166.38,32947.47,31085.309999999998,6474.01
Wehen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17004.26,34054.2,18047.170000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16694.94,18354.13,0.0,0.0,16523.06,17991.32,0.0
Werder Bremen,20134.97,41077.58,42123.3,41113.090000000004,42668.81,42918.02,42979.97,43343.08,42477.36,41934.85,43048.23,41593.72,40696.79,39932.94,39250.19,39628.16,39319.6,40000.28,39816.37,40759.69,39241.23,38550.12,38465.65,38742.56,39764.36,8289.68
West Brom,17469.15,36195.54,37693.89,36887.72,37305.39,38272.75,38311.78,38292.51,38880.54,38522.31,39169.09,39607.95,40287.05,40225.26,39371.75,39037.72,39645.54,39801.13,38636.3,38699.47,38551.3,38637.81,36720.67,37081.27,37148.28,7738.18
West Ham,20190.37,39930.24,39839.45,39255.4,37724.35,37817.35,39416.15,39595.55,41156.770000000004,40986.5,39330.59,39100.4,39050.02,39628.74,40042.5,39687.93,40732.83,39977.82,39957.72,41131.38,40680.63,43309.81,42953.19,42487.97,41994.42,8647.31
